tweet_id,text,gold_intent,gold_action,annotation_notes
2146614,@AppleSupport please fix the iOS bugs thank you,technical_issue,auto_handle,Reports/request fixes for software bugs
2410405,I thought this new iOS update was supposed to fix this A ? Problem. What’s gives @115858? @AppleSupport,technical_issue,auto_handle,Software/update problem
1015697,"@AppleSupport that didn’t really help cuz whenever I turn off the WiFi in my COMMAND CENTER, it just turns back on whenever it wants",technical_issue,auto_handle,Wi-Fi/control-center malfunction
1338028,@AppleSupport will there be an update for iOS 11 to properly turn off Bluetooth from control centre? The change is annoying and less secure.,technical_issue,auto_handle,iOS Bluetooth behavior/problem
1142098,"@AppleSupport 
Trying to install the update ... but getting an error https://t.co/ps74x8wKwX",technical_issue,auto_handle,iOS update installation error
807404,@312397 @312398 I’m havin this problem too with the new update. Another update’s available that may rectify it but is stuck at update request @AppleSupport,technical_issue,auto_handle,Update installation/status problem
981636,@AppleSupport @115858  My wonderful iPhone 6 Plus is now a useless piece of junk.  IOS 11.0.2 is a real disaster!,technical_issue,escalate,Severe device impact after update
1748856,"@527135 @AppleSupport Yes. Click on an icon, type, opening an app, as well as the above. Horrible lag and unresponsiveness. iPhone 6s Plus 11.0.3",technical_issue,auto_handle,Performance/software issue
1470689,"@AppleSupport I know you launched a new phone so all the others need to seem old and fuckedup, but my iphone 7plus 256gb is awesome. i dont want a new one",information_request,auto_handle,"Mainly a statement/opinion, no actual support problem; could also be"
60296,@AppleSupport my phone screen doesn’t time out and auto lock how it’s supposed to. I’m pretty sure all my settings are right https://t.co/6g9jQOSoOi,technical_issue,auto_handle,Auto-lock malfunction
1091330,@AppleSupport most recent update seems to have disabled my auto lock.,technical_issue,auto_handle,Software/update-related malfunction
2013057,@AppleSupport Poor ram management,technical_issue,auto_handle,Performance/memory management complaint
43336,"@AppleSupport No, this has not helped it is still randomly shutting down.",technical_issue,escalate,Persistent/repeated malfunction after attempted fix
2710956,"I’m sitting here in Starbucks rebooting my iPad Pro like some Windows user, just to get my keyboard to work. It Just Works, @AppleSupport ?",technical_issue,auto_handle,Keyboard/device functionality problem
789389,"Dear @AppleSupport, in occasion, mail locks up. Cursor will not move past a word. Can delete word, retype. Nothing else.",technical_issue,auto_handle,Mail application malfunction
